"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 12, 2006","3,380.00","3,479.10","3,484.65","3,366.75","124.25M","-2.83%"
"Apr 10, 2006","3,478.45","3,455.00","3,489.05","3,430.40","104.98M","0.68%"
"Apr 07, 2006","3,454.80","3,525.60","3,555.50","3,445.90","137.09M","-1.60%"
"Apr 05, 2006","3,510.90","3,483.15","3,513.95","3,483.15","79.38M","0.80%"
"Apr 04, 2006","3,483.15","3,473.10","3,508.25","3,463.85","91.64M","0.28%"
"Apr 03, 2006","3,473.30","3,403.15","3,478.25","3,402.45","73.25M","2.08%"
"Mar 31, 2006","3,402.55","3,420.55","3,425.45","3,381.90","93.48M","-0.48%"
"Mar 30, 2006","3,418.95","3,354.25","3,433.85","3,354.25","146.86M","1.93%"
"Mar 29, 2006","3,354.20","3,324.85","3,359.80","3,324.80","97.38M","0.88%"
"Mar 28, 2006","3,325.00","3,321.45","3,344.50","3,311.85","96.28M","0.10%"
"Mar 27, 2006","3,321.65","3,283.40","3,327.05","3,280.80","116.36M","1.28%"
"Mar 24, 2006","3,279.80","3,247.15","3,286.20","3,242.60","127.06M","1.01%"
"Mar 23, 2006","3,247.15","3,240.85","3,265.60","3,225.20","119.52M","0.22%"
"Mar 22, 2006","3,240.15","3,263.35","3,267.95","3,221.95","82.46M","-0.68%"
"Mar 21, 2006","3,262.30","3,264.65","3,292.15","3,247.25","88.11M","-0.10%"
"Mar 20, 2006","3,265.65","3,234.20","3,268.25","3,234.20","74.74M","0.98%"
"Mar 17, 2006","3,234.05","3,226.90","3,258.30","3,226.90","84.41M","0.23%"
"Mar 16, 2006","3,226.60","3,197.30","3,230.40","3,196.95","85.10M","0.98%"
"Mar 14, 2006","3,195.35","3,197.20","3,223.45","3,184.05","80.72M","-0.23%"
"Mar 13, 2006","3,202.65","3,184.10","3,221.30","3,174.05","71.71M","0.59%"
"Mar 10, 2006","3,183.90","3,129.05","3,189.35","3,128.60","87.82M","1.75%"
"Mar 09, 2006","3,129.10","3,116.75","3,132.65","3,069.85","91.56M","0.40%"
"Mar 08, 2006","3,116.70","3,183.45","3,187.50","3,107.90","104.39M","-2.08%"
"Mar 07, 2006","3,182.80","3,190.45","3,192.95","3,166.75","85.34M","-0.24%"
"Mar 06, 2006","3,190.40","3,147.25","3,194.00","3,147.20","70.23M","1.37%"
"Mar 03, 2006","3,147.35","3,151.30","3,167.20","3,132.60","68.56M","-0.11%"
"Mar 02, 2006","3,150.70","3,124.25","3,170.35","3,124.25","117.84M","0.88%"
"Mar 01, 2006","3,123.10","3,074.60","3,127.25","3,064.00","96.24M","1.57%"
"Feb 28, 2006","3,074.70","3,067.90","3,090.30","3,031.80","101.52M","0.24%"
"Feb 27, 2006","3,067.45","3,050.30","3,070.35","3,050.30","53.58M","0.57%"
"Feb 24, 2006","3,050.05","3,061.70","3,072.00","3,041.60","61.84M","-0.39%"
"Feb 23, 2006","3,062.10","3,050.85","3,078.40","3,050.85","108.54M","0.37%"
"Feb 22, 2006","3,050.80","3,035.65","3,055.65","3,032.50","56.29M","0.50%"
"Feb 21, 2006","3,035.50","3,008.55","3,042.05","3,008.55","59.63M","0.99%"
"Feb 20, 2006","3,005.85","2,982.35","3,010.65","2,955.85","61.70M","0.82%"
"Feb 17, 2006","2,981.50","3,021.65","3,038.80","2,976.70","80.25M","-1.33%"
"Feb 16, 2006","3,021.60","3,023.10","3,036.65","3,013.70","77.74M","-0.02%"
"Feb 15, 2006","3,022.20","3,001.40","3,048.80","2,995.30","90.34M","0.15%"
"Feb 14, 2006","3,017.55","3,040.25","3,051.70","3,009.90","86.85M","-0.78%"
"Feb 13, 2006","3,041.15","3,026.15","3,042.75","3,018.50","66.17M","0.45%"
"Feb 10, 2006","3,027.55","3,009.15","3,031.75","3,009.10","77.23M","0.62%"
"Feb 08, 2006","3,008.95","3,018.20","3,021.25","2,984.90","72.21M","-0.37%"
"Feb 07, 2006","3,020.10","3,001.15","3,025.10","2,991.25","84.82M","0.65%"
"Feb 06, 2006","3,000.45","2,940.95","3,009.45","2,928.10","70.48M","2.04%"
"Feb 03, 2006","2,940.60","2,968.10","2,973.90","2,931.85","62.88M","-0.90%"
"Feb 02, 2006","2,967.45","2,972.20","2,997.25","2,957.55","80.52M","-0.14%"
"Feb 01, 2006","2,971.55","3,001.30","3,011.05","2,960.90","87.16M","-0.98%"
"Jan 31, 2006","3,001.10","2,968.95","3,005.10","2,968.85","74.30M","0.89%"
"Jan 30, 2006","2,974.50","2,983.30","3,002.20","2,963.65","99.40M","-0.28%"
"Jan 27, 2006","2,982.75","2,941.90","2,989.70","2,941.90","115.08M","1.44%"
"Jan 25, 2006","2,940.35","2,908.75","2,949.10","2,871.25","97.13M","1.11%"
"Jan 24, 2006","2,908.00","2,886.35","2,914.25","2,885.75","67.19M","0.83%"
"Jan 23, 2006","2,884.05","2,900.30","2,900.30","2,870.95","65.13M","-0.58%"
"Jan 20, 2006","2,900.95","2,870.80","2,912.80","2,870.80","73.70M","1.05%"
"Jan 19, 2006","2,870.85","2,811.10","2,875.95","2,811.10","69.43M","2.19%"
"Jan 18, 2006","2,809.20","2,809.90","2,840.10","2,783.85","119.05M","-0.70%"
"Jan 17, 2006","2,829.10","2,833.80","2,861.25","2,820.65","95.10M","-0.14%"
"Jan 16, 2006","2,833.10","2,851.35","2,855.70","2,824.05","57.83M","-0.61%"
"Jan 13, 2006","2,850.55","2,851.40","2,878.35","2,846.70","66.17M","-0.01%"
"Jan 12, 2006","2,850.70","2,869.35","2,869.35","2,824.00","92.18M","-0.70%"
"Jan 10, 2006","2,870.80","2,910.15","2,913.05","2,865.60","71.12M","-1.35%"
"Jan 09, 2006","2,910.10","2,913.35","2,927.25","2,898.25","74.82M","-0.13%"
"Jan 06, 2006","2,914.00","2,899.85","2,921.70","2,877.25","83.35M","0.49%"
"Jan 05, 2006","2,899.85","2,904.45","2,916.20","2,884.80","70.08M","-0.16%"
"Jan 04, 2006","2,904.40","2,883.00","2,909.35","2,883.00","82.02M","0.73%"
"Jan 03, 2006","2,883.35","2,835.95","2,887.20","2,832.05","56.92M","1.67%"
"Jan 02, 2006","2,835.95","2,836.80","2,849.45","2,825.40","51.92M","-0.02%"
"Dec 30, 2005","2,836.55","2,823.95","2,845.55","2,812.75","76.05M","0.52%"
"Dec 29, 2005","2,821.95","2,792.75","2,829.40","2,792.75","79.24M","1.00%"
"Dec 28, 2005","2,794.05","2,806.80","2,824.30","2,780.00","73.93M","-0.42%"
"Dec 27, 2005","2,805.90","2,746.25","2,812.60","2,725.70","58.76M","2.05%"
"Dec 26, 2005","2,749.60","2,804.30","2,804.30","2,741.80","57.49M","-1.97%"
"Dec 23, 2005","2,804.85","2,835.70","2,857.00","2,799.70","65.18M","-1.07%"
"Dec 22, 2005","2,835.25","2,826.70","2,846.65","2,818.65","66.79M","0.44%"
"Dec 21, 2005","2,822.90","2,826.45","2,847.30","2,799.45","123.43M","-0.12%"
"Dec 20, 2005","2,826.20","2,843.15","2,853.10","2,815.20","74.98M","-0.58%"
"Dec 19, 2005","2,842.60","2,808.35","2,846.00","2,803.45","77.02M","1.15%"
"Dec 16, 2005","2,810.15","2,778.65","2,814.90","2,766.50","88.27M","1.14%"
"Dec 15, 2005","2,778.55","2,805.20","2,821.50","2,763.35","92.70M","-0.93%"
"Dec 14, 2005","2,804.55","2,812.80","2,825.65","2,788.30","122.65M","-0.28%"
"Dec 13, 2005","2,812.30","2,776.80","2,815.30","2,764.65","93.13M","1.30%"
"Dec 12, 2005","2,776.20","2,756.40","2,789.35","2,756.40","75.29M","0.72%"
"Dec 09, 2005","2,756.45","2,706.75","2,761.10","2,698.00","76.48M","1.84%"
"Dec 08, 2005","2,706.70","2,694.95","2,711.60","2,673.50","70.17M","0.51%"
"Dec 07, 2005","2,693.00","2,662.30","2,697.10","2,662.30","66.55M","1.15%"
"Dec 06, 2005","2,662.30","2,661.40","2,694.40","2,647.35","56.61M","0.07%"
"Dec 05, 2005","2,660.50","2,697.60","2,710.65","2,654.35","62.68M","-1.39%"
"Dec 02, 2005","2,697.95","2,699.55","2,730.70","2,691.50","79.80M","-0.04%"
"Dec 01, 2005","2,698.95","2,651.60","2,705.00","2,641.95","74.05M","1.76%"
"Nov 30, 2005","2,652.25","2,698.10","2,727.05","2,647.10","82.03M","-1.71%"
"Nov 29, 2005","2,698.30","2,712.35","2,713.90","2,679.90","78.58M","-0.51%"
"Nov 28, 2005","2,712.00","2,683.60","2,717.15","2,682.65","83.65M","1.06%"
"Nov 26, 2005","2,683.45","2,664.85","2,686.50","2,664.70","25.54M","0.72%"
"Nov 25, 2005","2,664.30","2,635.35","2,668.90","2,633.75","74.96M","1.11%"
"Nov 24, 2005","2,635.00","2,608.90","2,643.70","2,608.70","98.40M","1.01%"
"Nov 23, 2005","2,608.60","2,572.85","2,613.40","2,563.10","70.84M","1.39%"
"Nov 22, 2005","2,572.85","2,603.25","2,614.00","2,567.05","67.63M","-1.14%"
"Nov 21, 2005","2,602.50","2,620.10","2,626.40","2,591.75","74.80M","-0.67%"
"Nov 18, 2005","2,620.05","2,604.00","2,632.35","2,595.15","81.69M","0.62%"
"Nov 17, 2005","2,603.95","2,558.45","2,608.85","2,558.45","66.44M","0.82%"
"Nov 16, 2005","2,582.75","2,559.45","2,585.95","2,559.45","59.71M","0.94%"
"Nov 14, 2005","2,558.70","2,548.55","2,576.95","2,534.40","70.31M","0.39%"
"Nov 11, 2005","2,548.65","2,500.85","2,551.40","2,500.85","72.47M","1.92%"
"Nov 10, 2005","2,500.70","2,489.10","2,504.75","2,480.85","64.92M","0.47%"
"Nov 09, 2005","2,489.10","2,493.10","2,519.40","2,475.70","73.90M","-0.14%"
"Nov 08, 2005","2,492.65","2,463.65","2,502.90","2,460.00","79.72M","1.26%"
"Nov 07, 2005","2,461.60","2,419.25","2,464.65","2,411.60","79.27M","1.76%"
"Nov 02, 2005","2,419.05","2,386.45","2,423.80","2,367.75","82.54M","1.35%"
"Nov 01, 2005","2,386.75","2,366.80","2,410.15","2,366.80","18.75M","0.67%"
"Oct 31, 2005","2,370.95","2,314.85","2,373.40","2,314.20","69.80M","2.37%"
"Oct 28, 2005","2,316.05","2,352.65","2,355.15","2,307.45","84.57M","-1.57%"
"Oct 27, 2005","2,352.90","2,408.95","2,416.45","2,338.60","125.29M","-2.31%"
"Oct 26, 2005","2,408.50","2,418.45","2,434.00","2,401.10","91.10M","-0.40%"
"Oct 25, 2005","2,418.20","2,394.95","2,444.60","2,390.85","85.09M","0.98%"
"Oct 24, 2005","2,394.85","2,444.20","2,460.00","2,388.40","80.24M","-2.00%"
"Oct 21, 2005","2,443.75","2,397.85","2,447.85","2,384.05","97.46M","2.02%"
"Oct 20, 2005","2,395.45","2,421.40","2,463.85","2,363.55","114.28M","-0.70%"
"Oct 19, 2005","2,412.45","2,467.80","2,467.85","2,394.95","93.29M","-2.26%"
"Oct 18, 2005","2,468.20","2,485.25","2,517.70","2,452.50","77.32M","-0.68%"
"Oct 17, 2005","2,485.15","2,488.40","2,498.60","2,459.50","77.00M","0.03%"
"Oct 14, 2005","2,484.40","2,537.70","2,548.00","2,478.00","91.44M","-2.08%"
"Oct 13, 2005","2,537.30","2,584.40","2,589.35","2,529.05","95.74M","-2.02%"
"Oct 11, 2005","2,589.55","2,569.15","2,592.00","2,533.70","71.47M","0.88%"
"Oct 10, 2005","2,566.85","2,577.10","2,595.15","2,561.00","61.31M","-0.28%"
"Oct 07, 2005","2,574.05","2,577.20","2,603.25","2,547.55","92.77M","-0.20%"
"Oct 06, 2005","2,579.15","2,643.80","2,643.80","2,571.30","107.14M","-2.47%"
"Oct 05, 2005","2,644.40","2,663.70","2,669.20","2,636.60","87.71M","-0.71%"
"Oct 04, 2005","2,663.35","2,630.00","2,667.05","2,629.60","76.75M","1.27%"
"Oct 03, 2005","2,630.05","2,601.00","2,635.00","2,597.20","64.62M","1.10%"
"Sep 30, 2005","2,601.40","2,607.90","2,623.05","2,567.75","88.16M","-0.38%"
"Sep 29, 2005","2,611.20","2,598.60","2,633.90","2,589.45","118.32M","0.51%"
"Sep 28, 2005","2,598.05","2,574.45","2,602.95","2,559.85","75.64M","0.90%"
"Sep 27, 2005","2,574.85","2,558.50","2,592.50","2,549.85","80.84M","0.68%"
"Sep 26, 2005","2,557.35","2,477.85","2,560.85","2,477.85","61.92M","3.21%"
"Sep 23, 2005","2,477.75","2,480.50","2,507.90","2,453.05","84.22M","0.05%"
"Sep 22, 2005","2,476.50","2,567.85","2,580.40","2,465.85","103.32M","-3.54%"
"Sep 21, 2005","2,567.30","2,576.70","2,585.60","2,504.90","108.70M","-0.42%"
"Sep 20, 2005","2,578.00","2,567.20","2,582.80","2,546.60","77.24M","0.42%"
"Sep 19, 2005","2,567.10","2,555.45","2,579.70","2,550.45","63.88M","0.58%"
"Sep 16, 2005","2,552.35","2,524.90","2,555.10","2,519.05","63.66M","1.13%"
"Sep 15, 2005","2,523.95","2,492.85","2,527.50","2,492.75","62.95M","1.26%"
"Sep 14, 2005","2,492.45","2,500.40","2,514.75","2,476.00","82.09M","-0.32%"
"Sep 13, 2005","2,500.35","2,484.00","2,503.00","2,477.10","54.88M","0.65%"
"Sep 12, 2005","2,484.15","2,455.85","2,486.35","2,455.85","44.83M","1.17%"
"Sep 09, 2005","2,455.45","2,448.80","2,462.80","2,441.90","47.67M","0.04%"
"Sep 08, 2005","2,454.45","2,429.00","2,456.90","2,429.00","46.07M","1.06%"
"Sep 06, 2005","2,428.65","2,422.40","2,436.25","2,417.00","47.41M","0.24%"
"Sep 05, 2005","2,422.95","2,417.10","2,439.55","2,414.95","50.52M","0.30%"
"Sep 02, 2005","2,415.80","2,406.45","2,422.10","2,396.10","61.34M","0.42%"
"Sep 01, 2005","2,405.75","2,384.70","2,412.35","2,382.90","59.76M","0.88%"
"Aug 31, 2005","2,384.65","2,369.05","2,387.00","2,355.00","50.12M","0.71%"
"Aug 30, 2005","2,367.75","2,337.80","2,373.80","2,337.75","46.97M","1.29%"
"Aug 29, 2005","2,337.65","2,359.20","2,365.85","2,312.60","41.87M","-0.82%"
"Aug 26, 2005","2,357.05","2,354.60","2,368.05","2,340.20","47.58M","0.11%"
"Aug 25, 2005","2,354.55","2,323.10","2,359.20","2,320.70","78.54M","1.38%"
"Aug 24, 2005","2,322.50","2,326.10","2,334.90","2,300.45","68.32M","-0.15%"
"Aug 23, 2005","2,326.10","2,369.55","2,380.50","2,320.35","57.19M","-1.76%"
"Aug 22, 2005","2,367.85","2,383.45","2,403.45","2,355.75","55.93M","-0.65%"
"Aug 19, 2005","2,383.45","2,400.80","2,409.35","2,378.45","47.52M","-0.21%"
"Aug 18, 2005","2,388.45","2,404.65","2,426.65","2,380.70","63.48M","-0.61%"
"Aug 17, 2005","2,403.15","2,369.80","2,406.25","2,357.50","61.48M","1.41%"
"Aug 16, 2005","2,369.80","2,361.65","2,379.40","2,356.85","59.05M","0.35%"
"Aug 12, 2005","2,361.55","2,381.05","2,390.45","2,356.90","71.14M","-0.81%"
"Aug 11, 2005","2,380.90","2,358.90","2,387.30","2,355.50","93.59M","0.88%"
"Aug 10, 2005","2,360.15","2,322.30","2,364.80","2,322.05","81.81M","1.79%"
"Aug 09, 2005","2,318.70","2,324.75","2,342.20","2,303.10","93.65M","-0.25%"
"Aug 08, 2005","2,324.40","2,361.95","2,386.95","2,320.05","97.37M","-1.56%"
"Aug 05, 2005","2,361.20","2,367.35","2,377.10","2,355.95","114.26M","-0.28%"
"Aug 04, 2005","2,367.80","2,357.75","2,377.35","2,352.05","91.95M","0.46%"
"Aug 03, 2005","2,357.00","2,359.10","2,377.00","2,345.20","102.04M","0.14%"
"Aug 02, 2005","2,353.65","2,321.90","2,357.15","2,319.75","81.64M","1.54%"
"Aug 01, 2005","2,318.05","2,312.05","2,329.90","2,294.25","59.15M","0.25%"
"Jul 29, 2005","2,312.30","2,318.05","2,332.55","2,280.85","111.82M","-0.29%"
"Jul 27, 2005","2,319.10","2,304.25","2,324.00","2,292.85","70.68M","0.69%"
"Jul 26, 2005","2,303.15","2,289.25","2,307.10","2,279.80","98.68M","0.50%"
"Jul 25, 2005","2,291.75","2,266.65","2,293.95","2,266.65","81.36M","1.15%"
"Jul 22, 2005","2,265.60","2,231.00","2,268.55","2,223.15","57.71M","1.57%"
"Jul 21, 2005","2,230.50","2,240.95","2,251.85","2,221.20","60.77M","-0.51%"
"Jul 20, 2005","2,241.90","2,236.90","2,252.00","2,236.90","56.89M","0.21%"
"Jul 19, 2005","2,237.30","2,234.25","2,246.70","2,227.20","51.11M","0.15%"
"Jul 18, 2005","2,234.00","2,212.95","2,248.70","2,212.95","55.02M","0.97%"
"Jul 15, 2005","2,212.55","2,185.10","2,216.50","2,181.85","57.48M","1.26%"
"Jul 14, 2005","2,185.10","2,204.40","2,212.55","2,178.60","65.04M","-0.86%"
"Jul 13, 2005","2,204.05","2,221.45","2,234.15","2,200.05","74.23M","-0.75%"
"Jul 12, 2005","2,220.80","2,219.10","2,233.20","2,191.70","71.61M","0.09%"
"Jul 11, 2005","2,218.85","2,195.55","2,224.65","2,195.55","54.41M","1.03%"
"Jul 08, 2005","2,196.20","2,183.55","2,210.70","2,179.05","48.32M","0.77%"
"Jul 07, 2005","2,179.40","2,228.30","2,235.80","2,171.25","60.52M","-2.19%"
"Jul 06, 2005","2,228.20","2,211.35","2,232.65","2,211.30","51.43M","0.79%"
"Jul 05, 2005","2,210.75","2,231.20","2,238.60","2,205.10","55.52M","-0.89%"
"Jul 04, 2005","2,230.65","2,212.05","2,232.20","2,211.40","49.16M","0.85%"
"Jul 01, 2005","2,211.90","2,220.45","2,220.55","2,198.90","54.59M","-0.39%"
"Jun 30, 2005","2,220.60","2,191.55","2,226.15","2,189.45","82.21M","1.32%"
"Jun 29, 2005","2,191.65","2,170.20","2,194.25","2,162.00","58.64M","1.00%"
"Jun 28, 2005","2,169.85","2,199.80","2,206.80","2,165.90","73.42M","-1.36%"
"Jun 27, 2005","2,199.80","2,194.35","2,219.65","2,188.15","93.01M","0.25%"
"Jun 24, 2005","2,194.35","2,184.00","2,204.45","2,162.95","57.56M","0.48%"
"Jun 23, 2005","2,183.85","2,187.35","2,192.10","2,174.05","62.65M","-0.16%"
"Jun 22, 2005","2,187.35","2,167.80","2,196.45","2,167.35","87.46M","0.80%"
"Jun 21, 2005","2,170.00","2,144.75","2,173.25","2,140.15","68.99M","1.20%"
"Jun 20, 2005","2,144.35","2,130.80","2,150.25","2,124.65","92.37M","0.99%"
"Jun 17, 2005","2,123.40","2,123.60","2,131.75","2,103.90","43.86M","-0.01%"
"Jun 16, 2005","2,123.70","2,128.30","2,135.10","2,114.55","65.29M","-0.23%"
"Jun 15, 2005","2,128.65","2,110.50","2,131.95","2,110.35","44.58M","0.77%"
"Jun 14, 2005","2,112.35","2,103.65","2,113.85","2,098.70","38.61M","0.46%"
"Jun 13, 2005","2,102.75","2,090.70","2,106.65","2,081.70","38.79M","0.58%"
"Jun 10, 2005","2,090.60","2,103.45","2,133.10","2,086.30","49.03M","-0.60%"
"Jun 09, 2005","2,103.20","2,112.25","2,118.65","2,097.55","53.92M","-0.44%"
"Jun 08, 2005","2,112.40","2,094.70","2,115.25","2,094.05","49.63M","0.68%"
"Jun 07, 2005","2,098.15","2,091.95","2,102.85","2,084.35","36.01M","0.26%"
"Jun 06, 2005","2,092.80","2,092.00","2,109.10","2,087.40","42.75M","0.02%"
"Jun 04, 2005","2,092.35","2,094.10","2,098.10","2,087.00","22.47M","-0.09%"
"Jun 03, 2005","2,094.25","2,064.10","2,097.25","2,061.35","52.18M","1.43%"
"Jun 02, 2005","2,064.65","2,087.85","2,093.45","2,062.55","50.47M","-1.10%"
"Jun 01, 2005","2,087.55","2,087.80","2,097.60","2,081.20","58.90M","0.00%"
"May 31, 2005","2,087.55","2,072.50","2,091.75","2,066.55","45.87M","0.73%"
"May 30, 2005","2,072.40","2,076.55","2,086.85","2,064.85","54.67M","-0.19%"
"May 27, 2005","2,076.40","2,073.25","2,099.35","2,069.50","73.79M","0.08%"
"May 26, 2005","2,074.70","2,043.50","2,078.65","2,025.65","88.19M","1.51%"
"May 25, 2005","2,043.85","2,028.55","2,047.45","2,019.00","76.58M","0.75%"
"May 24, 2005","2,028.60","2,016.00","2,031.90","2,009.55","56.76M","0.73%"
"May 23, 2005","2,013.90","1,992.10","2,019.35","1,991.70","37.69M","1.08%"
"May 20, 2005","1,992.40","1,991.85","1,998.20","1,975.95","41.64M","0.08%"
"May 19, 2005","1,990.85","1,983.15","2,008.35","1,983.15","42.63M","0.41%"
"May 18, 2005","1,982.75","1,990.65","1,990.95","1,964.65","51.57M","-0.40%"
"May 17, 2005","1,990.80","2,013.10","2,024.60","1,984.75","48.67M","-1.08%"
"May 16, 2005","2,012.60","1,991.50","2,014.95","1,989.70","38.02M","1.22%"
"May 13, 2005","1,988.30","1,992.50","1,992.75","1,978.90","36.65M","-0.24%"
"May 12, 2005","1,993.15","1,985.95","1,999.85","1,981.95","36.13M","0.36%"
"May 11, 2005","1,985.95","1,990.55","1,991.85","1,975.05","44.57M","-0.42%"
"May 10, 2005","1,994.30","2,001.00","2,007.80","1,989.10","56.04M","-0.32%"
"May 09, 2005","2,000.75","1,978.05","2,003.15","1,978.05","51.49M","1.18%"
"May 06, 2005","1,977.50","1,962.30","1,984.40","1,947.30","52.72M","0.72%"
"May 05, 2005","1,963.30","1,942.60","1,973.35","1,942.05","53.02M","1.07%"
"May 04, 2005","1,942.60","1,920.50","1,944.45","1,920.15","48.18M","1.14%"
"May 03, 2005","1,920.70","1,916.95","1,940.10","1,911.00","51.92M","0.21%"
"May 02, 2005","1,916.75","1,903.10","1,925.60","1,898.15","60.56M","0.75%"
"Apr 29, 2005","1,902.50","1,943.20","1,943.20","1,896.30","64.31M","-2.00%"
"Apr 28, 2005","1,941.30","1,935.65","1,950.25","1,921.05","82.33M","0.30%"
"Apr 27, 2005","1,935.40","1,959.45","1,962.20","1,930.35","62.04M","-1.11%"
"Apr 26, 2005","1,957.10","1,971.05","1,972.85","1,951.80","51.30M","-0.70%"
"Apr 25, 2005","1,970.95","1,968.45","1,974.20","1,952.40","53.65M","0.18%"
"Apr 22, 2005","1,967.35","1,950.60","1,972.95","1,950.00","55.29M","0.96%"
"Apr 21, 2005","1,948.55","1,930.50","1,950.00","1,911.40","58.53M","0.98%"
"Apr 20, 2005","1,929.70","1,908.50","1,941.85","1,902.90","74.60M","1.06%"
"Apr 19, 2005","1,909.40","1,927.90","1,961.15","1,902.80","61.37M","-0.95%"
"Apr 18, 2005","1,927.80","1,955.50","1,959.25","1,914.85","70.75M","-1.46%"
"Apr 15, 2005","1,956.30","2,022.50","2,022.50","1,952.75","64.72M","-3.41%"
"Apr 13, 2005","2,025.45","2,024.90","2,038.85","2,018.10","44.91M","0.02%"
"Apr 12, 2005","2,024.95","2,002.75","2,027.80","2,002.75","35.57M","0.83%"
"Apr 11, 2005","2,008.20","2,032.75","2,033.00","2,001.85","38.49M","-1.13%"
"Apr 08, 2005","2,031.20","2,053.05","2,057.50","2,024.80","42.15M","-1.05%"
"Apr 07, 2005","2,052.85","2,069.15","2,084.90","2,048.05","48.15M","-0.79%"
"Apr 06, 2005","2,069.30","2,054.00","2,073.10","2,051.30","53.94M","0.82%"
"Apr 05, 2005","2,052.55","2,063.20","2,077.95","2,043.70","54.69M","-0.53%"
"Apr 04, 2005","2,063.40","2,067.65","2,076.60","2,054.90","64.43M","-0.21%"
"Apr 01, 2005","2,067.65","2,035.90","2,071.20","2,024.25","63.21M","1.57%"
"Mar 31, 2005","2,035.65","1,994.50","2,043.60","1,994.50","91.75M","2.10%"
"Mar 30, 2005","1,993.70","1,983.65","2,000.45","1,971.15","69.95M","0.50%"
"Mar 29, 2005","1,983.85","2,029.40","2,032.65","1,971.55","69.69M","-2.25%"
"Mar 28, 2005","2,029.45","2,015.75","2,046.85","2,015.25","51.85M","0.70%"
"Mar 24, 2005","2,015.40","2,026.60","2,042.45","2,007.35","70.93M","-0.54%"
"Mar 23, 2005","2,026.40","2,061.20","2,067.45","2,019.85","91.45M","-1.71%"
"Mar 22, 2005","2,061.60","2,096.75","2,099.00","2,056.50","57.63M","-1.67%"
"Mar 21, 2005","2,096.60","2,117.95","2,124.80","2,089.35","62.13M","-0.60%"
"Mar 18, 2005","2,109.15","2,097.75","2,112.25","2,077.20","83.95M","0.51%"
"Mar 17, 2005","2,098.50","2,123.95","2,126.55","2,090.45","62.05M","-1.27%"
"Mar 16, 2005","2,125.55","2,129.35","2,158.90","2,121.10","75.51M","-0.16%"
"Mar 15, 2005","2,128.95","2,146.55","2,151.35","2,122.00","60.05M","-0.81%"
"Mar 14, 2005","2,146.35","2,153.80","2,164.15","2,140.90","73.88M","-0.36%"
"Mar 11, 2005","2,154.00","2,167.70","2,182.10","2,148.70","70.47M","-0.62%"
"Mar 10, 2005","2,167.40","2,160.85","2,170.20","2,145.75","61.89M","0.31%"
"Mar 09, 2005","2,160.80","2,169.10","2,183.45","2,141.35","81.07M","-0.38%"
"Mar 08, 2005","2,168.95","2,160.65","2,173.85","2,154.00","78.38M","0.41%"
"Mar 07, 2005","2,160.10","2,148.25","2,166.85","2,143.05","86.79M","0.56%"
"Mar 04, 2005","2,148.15","2,129.10","2,152.75","2,129.10","78.28M","0.91%"
"Mar 03, 2005","2,128.85","2,093.40","2,132.75","2,093.35","84.30M","1.70%"
"Mar 02, 2005","2,093.25","2,084.60","2,096.35","2,080.55","78.60M","0.42%"
